,racquet_id,racquet_url,racquet_name,racquet_brand,racquet_img,racquet_rating,racquet_price,racquet_description,racquet_swingweight,racquet_composition,racquet_power_level,racquet_stroke_style,racquet_swing_speed,racquet_colors,racquet_grip_type,racquet_head_size_sq_in,racquet_length_in,racquet_strung_weight_oz,racquet_balance_in,racquet_balance_HH_HL,racquet_stiffness,racquet_avg_beam_width,racquet_mains,racquet_crosses,racquet_tension_lower,racquet_tension_upper
251,RCTWABG-25RIPH,https://www.tennis-warehouse.com/Prince_Ripstick_100_300g/descpageRCTWABG-25RIPH.html,Prince Ripstick 100 300g,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=25RIPH-1.jpg&nw=455,5.0,219.0,"Updated with new material technology for 2025, this uniquely comfortable modern player's racquet specializes in speed, spin, and power Prince adds another chapter to the Ripstick 100 300g ! Like the previous generation, this racquet puts the speed, spin, and power of a modern player's racquet in a comfortable package. In addition to its zippy 11.2-ounce static weight, the Ripstick packs an open 16x18 string pattern for easy access to spin and a higher launch angle for easier depth. This racquet's comfortable feel comes in no small part from the extra large O-Ports that surround the hitting area. This feature not only produces a more plush and powerful string bed, it also creates less wind drag for easier acceleration. Additional features include Prince's updated Anti-Torque System, which combines Textreme and Zylon in key locations to minimize frame wobble and power loss on off-center impact. With some nice updates to the feel, the Ripstick continues to be an obvious option for the player who wants a powerful and spin-friendly racquet that does not skimp on comfort.",326.0,TexTreme/Zylon/Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Prince ResiTex Pro,100.0,27.0,11.0,13.0,4.0,67.0,24.833333333333332,16.0,18.0,50.0,60.0
252,RCTWABG-25RIPL,https://www.tennis-warehouse.com/Prince_Ripstick_100_280g/descpageRCTWABG-25RIPL.html,Prince Ripstick 100 280g,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=25RIPL-1.jpg&nw=455,4.7,199.0,"Comfort. Power. Spin Updated with a new material technology for 2025, the Ripstick 100 280g is perfect for the rising intermediate player who craves an arm-friendly racquet with easy access to power and spin. Compared to the Ripstick 100 300g, this stick is lighter and faster, making it easier for the player to prepare the racquet and achieve effective contact with the ball. The speedy feel pays dividends at net where this stick comes around with remarkable ease to deliver a plush and powerful response. The comfortable feel comes in no small part from the extra large O-Ports that surround the hitting area. This feature not only produces a more plush and powerful string bed, it also creates less wind drag for easier acceleration. Additional features include Prince's updated Anti-Torque System, which combines Textreme and Zylon in key locations to minimize frame wobble and power loss on off-center impact. Ultimately, with this update to the Ripstick 100 280g, Prince keeps a good thing going. Intermediate players looking for an easy path to power and spin should give this one a serious look. The arm-friendly comfort makes it one of the best members of its class.",317.0,TexTreme/Zylon/Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Prince ResiTex Pro,100.0,27.0,10.0,13.6,-1.0,66.0,24.833333333333332,16.0,18.0,50.0,60.0
253,RCTWABG-PHNX5,https://www.tennis-warehouse.com/Prince_Phantom_100X_305g/descpageRCTWABG-PHNX5.html,Prince Phantom 100X 305g,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PHNX5-1.jpg&nw=455,4.7,199.0,"Classic control and feel meets modern speed and spin Prince adds another chapter to the Phantom 100X 305g ! Like the previous generation, this racquet is defined by its controllable power and buttery feel. At 11.4 ounces strung and boasting a 320 swingweight, this racquet is not only ideal for strong intermediate players, but it will also tempt the advanced ball striker who is in the market for speed. In addition to the buttery feel of its 59-RA stiffness, the 100x 305 has an open 16x18 string pattern, giving it the kind of spin-friendly precision that makes it easy to target the lines. Technologies include Prince's Anti-Torque System , which is located at 10 & 2 in the head and combines Textreme with Zylon , a synthetic polymer added in 2024 to further enhance stability without compromising maneuverability. Prince also combines Zylon and Textreme in the shaft to further enhance stability and optimize feel. The Phantom also benefits from a CTS beam construction, which features an ultra thin shaft for feel along with thicker cross sections in the head for stability and power. Ultimately, this is a great option for intermediate and advanced players who want a speedy and spin-friendly racquet with outstanding feel.",320.0,Textreme/Zylon/Graphite,Low-Medium,Medium-Full,Medium-Fast,Green,Prince ResiTex Tour,100.0,27.0,11.0,12.79,6.0,59.0,20.166666666666668,16.0,18.0,45.0,55.0
255,RCTWABG-PO310X,https://www.tennis-warehouse.com/Prince_O3_Phantom_100X/descpageRCTWABG-PO310X.html,Prince O3 Phantom 100X,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PO310X-1.jpg&nw=455,5.0,219.0,"Inspired by Prince's iconic O3 Tour, this instant classic blends all-court speed with controllable power and exceptional comfort Prince makes big changes to the O3 Phantom 100X for 2025! Inspired by the original O3 Tour, this update specializes in speed, spin, and comfort. In addition to its open 16x18 string pattern, the O3 Phantom 100X features a thicker and stiffer beam, giving it a nice boost in power and stability without departing from the control-oriented DNA of the Phantom family. It also features Prince's O-Port system, a time-tested technology that not only cuts wind drag for easier acceleration but also delivers an undeniably comfortable response. Additional features include a CTS Beam, which deploys variable widths to optimize stability and feel. Stability is further enhanced with Prince's newly updated Anti-Torque System, which combines Textreme and Zylon in key locations to minimize frame wobble and power loss on off-center impact. Ultimately, with some impressive updates to the mold and feel, the Phantom O3 100X is an outstanding option for the player who craves easy targeting and plush comfort.",324.0,Textreme/Zylon/Graphite,Low-Medium,Medium-Full,Medium-Fast,Green,Prince ResiTex Tour,100.0,27.0,11.0,12.59,7.0,66.0,19.666666666666668,16.0,18.0,48.0,58.0
256,RCTWABG-PHNX2,https://www.tennis-warehouse.com/Prince_Phantom_100X_18x20/descpageRCTWABG-PHNX2.html,Prince Phantom 100X 18x20,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PHNX2-1.jpg&nw=455,4.0,199.0,"Updated with a new material technology for 2024, this racquet combines pinpoint accuracy with outstanding feel Introducing the third generation of the Phantom 100X 18x20 ! Like previous versions, this racquet's 18x20 string patterns and 59-RA stiffness capture the pinpoint accuracy and buttery feel of the game's best traditional player's racquets. With its 327 RDC swingweight, the Phantom 100X 18x20 offers a nice balance between speed and stability, giving it a stable feel against higher levels of pace without feeling sluggish in the front court. Technologies include Prince's Anti-Torque System , which is located at 10 & 2 in the head and combines Textreme with Zylon, a synthetic polymer added in 2024 to further enhance stability without compromising maneuverability. Prince also combines Zylon and Textreme in the shaft to further enhance stability and optimize feel. Other features include a CTS beam construction, which features an ultra thin shaft for feel along with thicker cross sections in the head for stability and power. Ultimately, with subtle tweaks to the feel, the Phantom 100X 18x20 continues to be a great option for experienced players looking for the undeniable precision and sublime feel of a classic player's racquet.",327.0,Textreme/Zylon/Graphite,Low,Full,Fast,Green,Prince ResiTex Tour,100.0,27.0,11.0,12.5,8.0,59.0,20.166666666666668,18.0,20.0,45.0,55.0
257,RCPRINCE-PHNP1,https://www.tennis-warehouse.com/Prince_Phantom_100P/descpageRCPRINCE-PHNP1.html,Prince Phantom 100P,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PHNP1-1.jpg&nw=455,5.0,199.0,"With this update, Prince combines modern speed and spin with classic control and feel Introducing the third generation of the Phantom 100P! Like the previous generation, this racquet combines spin-friendly targeting with outstanding feel at impact. Thanks to a sub-325 RDC swingweight, the Phantom 100P swings a bit easier than its predecessor, which not only makes it easier to accelerate through contact on groundies and serves but also translates into quicker reactions at net. Boasting a thin box beam and flexible 59RA, the 100P is decidedly more arm-friendly than the majority of racquets in its class . Technologies include Prince's Anti-Torque System , which is located at 10 & 2 in the head and combines Textreme with Zylon , a synthetic polymer added in 2024 to further enhance stability without compromising maneuverability. Prince also combines Zylon and Textreme in the shaft to further enhance stability and optimize feel. Other features include a CTS beam construction, which features an ultra thin shaft for feel along with thicker cross sections in the head for stability and power. With incremental tweaks to the feel, the 100P keeps getting better. Intermediate and advanced players looking for a great feeling racquet with exceptional precision should add this to their demo list.",324.0,Textreme/Zylon/Graphite,Low-Medium,Medium-Full,Medium-Fast,Green,Prince ResiTex Tour,100.0,27.0,11.0,12.79,6.0,59.0,18.833333333333332,16.0,18.0,48.0,58.0
258,RCPRINCE-PHN7G,https://www.tennis-warehouse.com/Prince_Phantom_107G/descpageRCPRINCE-PHN7G.html,Prince Phantom 107G,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PHN7G-1.jpg&nw=455,4.8,199.0,"This unique oversize player's racquet combines impressive speed and spin with a surprising level of precision Introducing the second generation of the Phantom 107G ! Like the first generation, this racquet plays like a faster, more user-friendly version of the iconic Prince Original Graphite OS. Boasting a speedy 320-RDC swingweight, the Phantom 107G explodes through contact, making it easy to whip up spin from the backcourt or react quickly at net. It also features a buttery 17.5mm shaft, giving it outstanding ball feedback. Technologies include Prince's Anti-Torque System , which is located at 10 & 2 in the head and combines Textreme with Zylon , a synthetic polymer added in 2024 to further enhance stability without compromising maneuverability. Prince also combines Zylon and Textreme in the shaft to further enhance stability and optimize feel. Other features include Prince's iconic crossbar (for stability) along with a CTS Beam construction, which features an ultra thin shaft for feel along with thicker cross sections in the head for stability and power.  Ultimately, with the Phantom 107G, Prince has put the surgical control and sublime feel of the Phantom series into a very forgiving head size. The fact that it's fast enough for the modern game is a nice bonus.",320.0,Textreme/Zylon/Graphite,Low-Medium,Medium-Full,Medium-Fast,Green,Prince ResiTex Tour,107.0,27.0,11.0,12.59,7.0,62.0,19.666666666666668,16.0,19.0,45.0,55.0
259,RCTWABG-PHNX9,https://www.tennis-warehouse.com/Prince_Phantom_100X_290g/descpageRCTWABG-PHNX9.html,Prince Phantom 100X 290g,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PHNX9-1.jpg&nw=455,5.0,199.0,"Prince delivers the buttery feel of a traditional player's racquet without all the bulk Prince adds another chapter to the Phantom 100X 290g ! Like the previous generation, this update combines an open 16x18 string pattern with a thin 18mm shaft and speedy sub-320 swingweight. The upshot is an intermediate-friendly weapon that not only delivers the buttery feel and control of a traditional player's racquet but also pays homage to the modern game with its explosive speed and spin-friendly targeting. According to our playtesters, this stick also packs impressive stability for the weight. Technologies include Prince's Anti-Torque System , which is located at 10 & 2 in the head and combines Textreme with Zylon , a synthetic polymer added in 2024 to further enhance stability without compromising maneuverability. Prince also combines Zylon and Textreme in the shaft to further enhance stability and optimize feel. The Phantom also benefits from a CTS beam construction, which features an ultra thin shaft for feel along with thicker cross sections in the head for stability and power. Ultimately, with its ultra quick handling, this racquet gives rising intermediate players the perfect entry point into the sublime feel and surgical control of the Phantom franchise.",317.0,Textreme/Zylon/Graphite,Low-Medium,Medium-Full,Medium-Fast,Green,Prince ResiTex Tour,100.0,27.0,10.0,13.0,4.0,57.0,20.166666666666668,16.0,18.0,45.0,55.0
260,RCPRINCE-P5WA30,https://www.tennis-warehouse.com/Prince_Warrior_100_300g/descpageRCPRINCE-P5WA30.html,Prince Warrior 100 (300g),Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=P5WA30-1.jpg&nw=455,,99.0,Easy power. Easy spin. Outstanding price.,312.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue/Black,Prince Synthetic,100.0,27.0,11.0,12.79,6.0,64.0,24.0,16.0,19.0,50.0,60.0
261,RCPRINCE-P5WA28,https://www.tennis-warehouse.com/Prince_Warrior_100_285g/descpageRCPRINCE-P5WA28.html,Prince Warrior 100 (285g),Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=P5WA28-1.jpg&nw=455,,99.0,"Prince gives the rising intermediate player an easy path to pace and spin Pre-strung for added savings! Introducing the 2025 Prince Warrior 100 (285g) ! With this racquet, Prince delivers the ideal weapon for rising intermediate players who want to master the mechanics of pace and spin. Along with its outstanding price, the Warrior offers a lower stiffness than most of its competitors, giving it above-average comfort for its class. From the baseline, aggressive tennis comes easy thanks to its explosive feel and spin-friendly targeting. It also shines at the net, where quick handling helps you spring into action when opportunity knocks. Intermediate playerss who crave easy power and spin will love this one. The great price is a very nice bonus.",313.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/Grey,Prince Synthetic,100.0,27.0,10.0,13.18,3.0,64.0,24.0,16.0,19.0,50.0,60.0
262,RCPRINCE-P5WA27,https://www.tennis-warehouse.com/Prince_Warrior_107_275g/descpageRCPRINCE-P5WA27.html,Prince Warrior 107 (275g),Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=P5WA27-1.jpg&nw=455,,99.0,Prince serves up easy power and plush comfort for an outstanding price,315.0,Graphite,Low-Medium,Compact-Medium,Medium-Fast,Black/Brown,Prince Synthetic,107.0,27.0,10.0,13.5,0.0,67.0,26.333333333333332,16.0,19.0,50.0,60.0
263,RCPRINCE-PWAR10,https://www.tennis-warehouse.com/Prince_Warrior_100_300g/descpageRCPRINCE-PWAR10.html,Prince Warrior 100 (300g),Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PWAR10-1.jpg&nw=455,4.7,99.0,,311.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,"Black, Green, Yellow",Prince Synthetic,100.0,27.0,11.0,12.79,6.0,65.0,24.0,16.0,19.0,50.0,60.0
264,RCPRINCE-PWAR28,https://www.tennis-warehouse.com/Prince_Warrior_100_285g/descpageRCPRINCE-PWAR28.html,Prince Warrior 100 (285g),Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PWAR28-1.jpg&nw=455,4.6,99.0,"With its great price and impressive all-around playability, this is one of the best values for intermediate players Pre-strung for added savings!!!! Introducing the Warrior 100 (285g) ! This racquet is perfect for  the intermediate player who wants a speedy racquet with easy access to power and spin. In addition to its raw speed, this racquet offers above average comfort for its class. It also gives you the advantage of a CTS Beam , which is thinner in the shaft for feel, and thicker toward the tip for extra power and stability. With its great price and impressive all-around playability, the Warrior 100 (285g) is one of the best values in Prince's racquet line. Did we mention the price?",313.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,"Black, Red",Prince Synthetic,100.0,27.0,10.0,13.18,3.0,65.0,24.0,16.0,19.0,50.0,60.0
265,RCPRINCE-PWAR17,https://www.tennis-warehouse.com/Prince_Warrior_107_275g/descpageRCPRINCE-PWAR17.html,Prince Warrior 107 (275g),Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PWAR17-1.jpg&nw=455,4.6,99.0,,313.0,Graphite,Low-Medium,Compact-Medium,Medium-Fast,White,Prince Synthetic,107.0,27.0,10.0,13.5,0.0,68.0,26.333333333333332,16.0,19.0,50.0,60.0
266,RCLEADER-PLEG5,https://www.tennis-warehouse.com/Prince_O3_Legacy_105/descpageRCLEADER-PLEG5.html,Prince O3 Legacy 105,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PLEG5-1.jpg&nw=455,5.0,199.0,"Easy power meets luxurious comfort Prince adds another chapter to O3 Legacy 105 . Weighted for intermediate players, this racquet is not only great for singles, but it will supercharge your doubles game. Like previous generations, this racquet not only delivers easy power and high comfort, but it also offers enough spin to bring the ball down hard. With its slightly extended length (27.25""), the Legacy O3 105 offers a little extra momentum and pop than its standard length counterparts. Technologies include an AntiTorque System at 10/2 o'clock in the hoop, which combines TexTreme (a thin carbon layer that enhances feel and stability) with Zylon , a synthetic polymer that further enhances stability without compromising maneuverability. The signature technology remains Prince's time-tested O3 Port System , a grommetless construction that not only allows the strings to absorb and transfer greater energy to the ball, but also provides an extremely plush and low-vibration hitting experience. With subtle tweaks to the feel, the 03 Legacy 105 remains a great option for the intermediate player who craves easy power and spin. Did we mention the comfort?",316.0,Twaron/Textreme/Zylon/Graphite,Medium-High,Compact-Medium,Slow-Moderate,Gold,Prince ResiTex Soft,105.0,27.25,10.0,13.57,0.0,63.0,23.833333333333332,16.0,19.0,53.0,63.0
267,RCLEADER-PLEG2,https://www.tennis-warehouse.com/Prince_O3_Legacy_120/descpageRCLEADER-PLEG2.html,Prince O3 Legacy 120,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PLEG2-1.jpg&nw=455,4.6,199.0,"Absolute comfort meets maximum power Introducing the 2024 version of O3 Legacy 120 . Defined by its large 120 square inch head, this racquet not only offers ultra easy access to power, but it also comes with a nice margin of error, which means that performance remains high even when contact is less than perfect. It also comes with a slightly extended length for extra momentum on groundies and serves. In addition to being a great option for beginners, this racquet will also tempt the senior doubles player looking to regain a lost step. Technologies include an AntiTorque System at 10/2 o'clock in the hoop, which combines TexTreme (a thin carbon layer that enhances feel and stability) with Zylon , a synthetic polymer that further enhances stability without compromising maneuverability. The signature technology remains Prince's time-tested O3 Port System , a grommetless construction that not only allows the strings to absorb and transfer greater energy to the ball, but also provides an extremely plush and low-vibration hitting experience. Ultimately, with subtle updates to the feel, the O3 Legacy 120 continues to be a great option for those seeking maximum comfort and power.",330.0,Twaron/Textreme/Zylon/Graphite,High,Compact,Slow,Gold,Prince ResiTex Soft,120.0,27.25,9.0,14.2,-5.0,69.0,28.0,16.0,19.0,55.0,65.0
268,RCTWABG-P3LY11,https://www.tennis-warehouse.com/Prince_O3_Legacy_110/descpageRCTWABG-P3LY11.html,Prince O3 Legacy 110,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=P3LY11-1.jpg&nw=455,4.9,199.0,"Introducing the O3 Legacy 110! Like its predecessor, the Textreme Premier 110, this racquet's oversize head delivers a plush and powerful hitting experience. It also has an extended length, giving it extra momentum on groundies and serves. In addition to being suitable for beginners, The O3 Legacy 110 should also work well for the doubles specialist who wants a powerful serving racquet with big put-away power at net. For this update, Prince adds an AntiTorque System (for more stability) along with its time-tested O3 Technology which is a grommetless construction that virtually eliminates harsh vibrations. From the baseline, the O3 Legacy 110 delivers a very comfortable feel with big power available on full swings. Thanks to an open 16x19 string pattern, this stick has enough spin-potential for bringing the ball down hard. At net, the O3 Legacy 110 feels stable and forgiving, and it packs enough pop to end points with a bang. The extended length comes in handy on serve where this stick delivers truly impressive power. Ultimately, the O3 Legacy 110 is ideal for any player looking to supercharge their singles or doubles game. The ultra arm-friendly feel is a very nice bonus.",327.0,Twaron/Textreme/Graphite,Medium,Medium,Medium,Blue,Prince ResiTex Soft,110.0,27.25,10.0,14.0,-3.0,73.0,26.0,16.0,19.0,53.0,63.0
269,RCPRINCE-PREM10,https://www.tennis-warehouse.com/Prince_Premier_110/descpageRCPRINCE-PREM10.html,Prince Premier 110,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PREM10-1.jpg&nw=455,4.8,129.0,"Easy power. High comfort. Outstanding price. Pre-strung for added savings! With the Premier 110 , Prince serves up an outstanding value to beginners, recreational players, or anyone looking for high comfort and easy power at a great price. Defined by its luxurious 110-square-inch head, this racquet ensures that comfort and performance remain high even when contact is less than perfect. The Premier 110 also gives you the benefit of an open 16x18 string pattern, making it easy to bring the ball down effectively with spin. From the baseline, compact strokes deliver easy depth, and there is blistering pace available on full cuts. This stick also shines at net, where the large contact zone, stable feel, and easy power lead to confident volleying. Ultimately, whether you are a singles player looking for user-friendly performance or a doubles player looking to supercharge your serve and volley game, the Premier 110 is worth a serious look. The easy learning curve and great price make it hard to beat for value hunters.",321.0,Graphite,Medium,Medium,Medium,Blue,Prince Synthetic,110.0,27.0,9.0,14.2,-6.0,66.0,26.166666666666668,16.0,18.0,50.0,60.0
270,RCPRINCE-PREM05,https://www.tennis-warehouse.com/Prince_Premier_105/descpageRCPRINCE-PREM05.html,Prince Premier 105,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PREM05-1.jpg&nw=455,,129.0,"Prince serves up user-friendly performance at a great price Pre-strung for extra savings! Introducing the Premier 105 ! With this racquet, Prince delivers easy power and spin-friendly targeting for an outstanding price. In addition to being great for beginner and intermediate players, this stick will appeal to the doubles player looking for an easy learning curve. With its 105in² head, the Premier 105 is wonderfully forgiving and powerful, but still packs enough control and spin to place the ball effectively. At 10.2 ounces strung, it moves into position with ease and also enables you to swing faster when more pace and spin are needed. This racquet also shines at net, where the combination of raw speed and a generous hitting surface translates into very easy volleying. Ultimately, the Premier 105 is simply a great option for the player who wants a light racquet with controllable power and arm-friendly comfort. The outstanding price makes it hard to beat.",312.0,Graphite,Medium,Medium,Medium,Red,Prince Synthetic,105.0,27.0,10.0,13.58,-1.0,64.0,23.666666666666668,16.0,18.0,50.0,60.0
271,RCTWABG-PTWIST,https://www.tennis-warehouse.com/Prince_Twistpower_X100/descpageRCTWABG-PTWIST.html,Prince Twistpower X100,Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PTWIST-1.jpg&nw=455,4.6,179.0,,,,,,,,,,,,,,,,,,,
272,RCLEADER-PTW105,https://www.tennis-warehouse.com/Prince_Twistpower_X105_290g/descpageRCLEADER-PTW105.html,Prince Twistpower X105 (290g),Prince,https://img.tennis-warehouse.com/watermark/rs.php?path=PTW105-1.jpg&nw=455,4.7,179.0,,312.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Prince Synthetic,105.0,27.0,10.0,12.59,7.0,63.0,24.666666666666668,16.0,19.0,45.0,55.0
279,RCTFUSA-TF30SF,https://www.tennis-warehouse.com/Tecnifibre_TFight_300_Spring_Festival/descpageRCTFUSA-TF30SF.html,Tecnifibre TFight 300 Spring Festival,Tecnifibre,https://img.tennis-warehouse.com/watermark/rs.php?path=TF30SF-1.jpg&nw=455,5.0,279.0,"This limited edition cosmetic celebrates the Year of the Horse with a beautiful red cosmetic. Introducing the TFIGHT 300 Spring Festival racquet! Featuring the same specs and performance as the standard version, this alternate cosmetic celebrates the Year of the horse. Beneath the paint you'll find an intermediate-friendly racquet that will also tempt the more advanced ball striker seeking raw speed or a platform for customization. With its 16x19 string pattern and whippy acceleration, the TFIGHT 300 Spring Festival packs enough spin for dropping the ball into tight spaces. The speed also pays dividends at net, where the quick handling will help you spring into action when opportunity knocks. This racquet also benefits from Tecnifibre's newly thickened RSL Beam, which adds a nice power boost without departing from the control-oriented DNA of the TFIGHT franchise. Under the hood, this stick is packed with foam, giving it above-average comfort for its weight class. Other technologies include Tecnifibre's ISOFLEX System, which creates a more uniform feel across the string bed, reducing shock and minimizing power loss on off-center hits. Ultimately, this version of the TFight 300 delivers outstanding performance. The beautiful red cosmetic is a nice bonus.",318.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Tecnifibre X-Tra Feel,100.0,27.0,11.0,12.99,4.0,65.0,22.5,16.0,19.0,49.0,55.0
280,RCTFUSA-TF30ID,https://www.tennis-warehouse.com/Tecnifibre_TFight_300_ID/descpageRCTFUSA-TF30ID.html,Tecnifibre TFight 300 ID,Tecnifibre,https://img.tennis-warehouse.com/watermark/rs.php?path=TF30ID-1.jpg&nw=455,5.0,269.0,"This limited edition cosmetic celebrates the US Open with a tribute to two of the game's best players Introducing the TFIGHT 300 ID ! Featuring the same specs and performance as the standard version, this alternate cosmetic celebrates the US Open and two of the game's greatest players. According to Tecnifibre, ""the cosmetic draws from the courts of the US Open and the distinct hue of the Statue of Liberty, a symbol of New York City and the historic link between France and the US."" Beneath the paint you'll find an intermediate-friendly racquet that will also tempt the more advanced ball striker seeking raw speed or a platform for customization. With its 16x19 string pattern and whippy acceleration, the TFIGHT 300 ID packs enough spin for dropping the ball into tight spaces. The speed also pays dividends at net, where the quick handling will help you spring into action when opportunity knocks. This racquet also benefits from Tecnifibre's newly thickened RSL Beam, which adds a nice power boost without departing from the control-oriented DNA of the TFIGHT franchise. Under the hood, this stick is packed with foam, giving it above-average comfort for its weight class. Other technologies include Tecnifibre's ISOFLEX System, which creates a more uniform feel across the string bed, reducing shock and minimizing power loss on off-center hits. Ultimately, this version of the TFight 300 ID not only delivers outstanding performance, it also rocks one of the coolest cosmetics Tecnifibre has created in years.",318.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue,Tecnifibre X-Tra Feel,100.0,27.0,11.0,12.99,4.0,65.0,22.5,16.0,19.0,49.0,55.0
281,RCTFUSA-TF305S,https://www.tennis-warehouse.com/Tecnifibre_TFight_305S/descpageRCTFUSA-TF305S.html,Tecnifibre TFight 305S,Tecnifibre,https://img.tennis-warehouse.com/watermark/rs.php?path=TF305S-1.jpg&nw=455,4.8,279.0,"Reengineered for speed Endorsed by Daniil Medvedev, the TFIGHT 305S gets updated with a faster feel while continuing to deliver outstanding command over the ball. Like the previous version, this racquet combines a control-oriented 98in² head with the accuracy of an 18 main string pattern. Newly updated with a more head light balance, this version of the 305S is noticeably faster than its predecessor. The upshot is a far more user-friendly racquet, one that offers spin-friendly acceleration from the baseline and much quicker handling at net. In addition to a welcomed boost in speed, Tecnifibre reinforces the RS Section Beam to provide a more powerful response. Under the hood, this stick is packed with foam, giving it a wonderfully solid and plush feel at impact . Other technologies include Tecnifibre's ISOFLEX System, which creates a more uniform feel across the string bed, reducing shock and power loss on off-center hits. Ultimately, this impressive update checks all the right boxes. In addition to offering surgical targeting and enough pop to close out points, the boost in speed makes this one hard to put down .",324.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,Tecnifibre X-Tra Feel,98.0,27.0,11.0,12.79,6.0,63.0,22.5,18.0,19.0,49.0,55.0
282,RCTFUSA-TF300S,https://www.tennis-warehouse.com/Tecnifibre_TFight_300S/descpageRCTFUSA-TF300S.html,Tecnifibre TFight 300S,Tecnifibre,https://img.tennis-warehouse.com/watermark/rs.php?path=TF300S-1.jpg&nw=455,4.6,269.0,"Updated with a more powerful beam for 2025 Endorsed by WTA phenom Iga Swiatek, the 2025 TFIGHT 300S gets updated with a more powerful beam but still packs the surgical targeting of previous generations. Like the outgoing model, this update combines a 98in² head with a 16x19 string pattern. It's also fast, making it easy to whip up spin from the baseline, reset the point with an outstretched flick, or react quickly at net. For 2025, Tecnifibre has thickened and stiffened the RS Beam to provide a nice boost in power. This stick also benefits from strategically placed foam, giving it a wonderfully solid and plush feel at impact . Other technologies include Tecnifibre's ISOFLEX System, which creates a more uniform feel across the string bed, reducing shock and minimizing power loss on off-center hits. All in all, this is a great option for intermediate and advanced players looking for a speedy player's racquet with surgical targeting and great feel. The slight boost in power is a nice bonus .",321.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,Tecnifibre Xtra Feel,98.0,27.0,11.0,13.0,4.0,66.0,22.5,16.0,19.0,49.0,55.0
283,RCTFUSA-TF315S,https://www.tennis-warehouse.com/Tecnifibre_TFight_315S/descpageRCTFUSA-TF315S.html,Tecnifibre TFight 315S,Tecnifibre,https://img.tennis-warehouse.com/watermark/rs.php?path=TF315S-1.jpg&nw=455,5.0,279.0,"Updated with a softer feel and more powerful beam for 2025 Updated with a softer feel for 2025, the TFIGHT 315S continues to be one of the most user-friendly models in its weight class. In addition to a 16x19 string pattern (think spin), this racquet has a control-oriented 98in² head giving it the kind of accuracy that will tempt you to target the lines . Although this is the heaviest model in the TFIGHT family, the head light balance keeps it fast, making it surprisingly agile from all areas of the court . For 2025, Tecnifibre has reinforced the RS Section Beam to provide a more powerful response. This stick also benefits from strategically placed foam, giving it a wonderfully solid and plush feel at impact. Other technologies include Tecnifibre's ISOFLEX System, which creates a more uniform feel across the string bed, reducing shock and minimizing power loss on off-center hits. Ultimately, the TFIGHT 315S continues to be a great option for the experienced player who wants controllable power and great feel .",325.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,Tecnifibre X-Tra Feel,98.0,27.0,11.0,12.59,7.0,65.0,22.5,16.0,19.0,49.0,55.0
